Ensembl transcript,StringDB
ENST00000537989,ENSP00000437473
ENST00000351659,ENSP00000315388
ENST00000325203,ENSP00000314897
ENST00000306336,ENSP00000304410
ENST00000420843,ENSP00000409581
ENST00000672374,ENSP00000500460
ENST00000548411,ENSP00000446793
ENST00000377860,ENSP00000367091
ENST00000437600,ENSP00000414091
ENST00000224337,ENSP00000224337
ENST00000533246,ENSP00000432376
ENST00000534947,ENSP00000446039
ENST00000672443,ENSP00000500298
ENST00000372919,ENSP00000362010
ENST00000414542,ENSP00000397172
ENST00000245812,ENSP00000245812
ENST00000538834,ENSP00000496639
ENST00000300404,ENSP00000300404
ENST00000674165,ENSP00000501341
ENST00000370263,ENSP00000359285
ENST00000545005,ENSP00000442297
ENST00000370648,ENSP00000359682
ENST00000373381,ENSP00000362479
ENST00000621600,ENSP00000478708
ENST00000370565,ENSP00000359596
ENST00000361648,ENSP00000355165
ENST00000253109,ENSP00000253109
ENST00000409311,ENSP00000386701
ENST00000397134,ENSP00000380323
ENST00000230301,ENSP00000230301
ENST00000356606,ENSP00000349015
ENST00000569529,ENSP00000454380
ENST00000361528,ENSP00000354673
ENST00000509093,ENSP00000425976
ENST00000229251,ENSP00000229251
ENST00000396271,ENSP00000379568
ENST00000536187,ENSP00000444160
ENST00000317945,ENSP00000321563
ENST00000367307,ENSP00000356276
ENST00000544363,ENSP00000438035
ENST00000491747,ENSP00000420705
ENST00000301458,ENSP00000301458
ENST00000421017,ENSP00000411352
ENST00000496529,ENSP00000474761
ENST00000306851,ENSP00000306459
ENST00000627399,ENSP00000490587
ENST00000590958,ENSP00000464814
ENST00000271688,ENSP00000271688
ENST00000303694,ENSP00000305725
ENST00000398752,ENSP00000381736
ENST00000345042,ENSP00000340019
ENST00000415759,ENSP00000399286
ENST00000393055,ENSP00000376775
ENST00000396104,ENSP00000379411
ENST00000352981,ENSP00000285333
ENST00000595387,ENSP00000472638
ENST00000569630,ENSP00000455051
ENST00000638573,ENSP00000492570
ENST00000383131,ENSP00000372613
ENST00000437761,ENSP00000410182
ENST00000360218,ENSP00000353350
ENST00000264389,ENSP00000264389
ENST00000652176,ENSP00000498700
ENST00000359629,ENSP00000352648
ENST00000551669,ENSP00000446794
ENST00000416476,ENSP00000403860
ENST00000552479,ENSP00000449365
ENST00000265164,ENSP00000265164
ENST00000327827,ENSP00000331720
ENST00000286732,ENSP00000286732
ENST00000549478,ENSP00000448771
ENST00000439476,ENSP00000389345
ENST00000457737,ENSP00000390697
ENST00000349243,ENSP00000273430
ENST00000438929,ENSP00000414303
ENST00000227155,ENSP00000227155
ENST00000497524,ENSP00000419422
ENST00000451037,ENSP00000405388
ENST00000395048,ENSP00000378488
ENST00000436702,ENSP00000397720
ENST00000372538,ENSP00000361616
ENST00000451195,ENSP00000403987
ENST00000493795,ENSP00000418775
ENST00000352011,ENSP00000301387
ENST00000359156,ENSP00000352071
ENST00000420578,ENSP00000413530
ENST00000329446,ENSP00000331012
ENST00000397587,ENSP00000380717
ENST00000332536,ENSP00000328876
ENST00000509507,ENSP00000424352
ENST00000380712,ENSP00000370088
ENST00000617164,ENSP00000480470
ENST00000397035,ENSP00000380229
ENST00000542236,ENSP00000438273
ENST00000341980,ENSP00000343317
ENST00000187397,ENSP00000187397
ENST00000274458,ENSP00000274458
ENST00000260315,ENSP00000260315
ENST00000432507,ENSP00000414973
ENST00000468200,ENSP00000473371
ENST00000410043,ENSP00000386328
ENST00000416943,ENSP00000400533
ENST00000548717,ENSP00000449356
ENST00000650030,ENSP00000497014
ENST00000422652,ENSP00000394472
ENST00000216144,ENSP00000216144
ENST00000369039,ENSP00000358035
ENST00000438964,ENSP00000414272
ENST00000425654,ENSP00000397906
ENST00000356483,ENSP00000348871
ENST00000259526,ENSP00000259526
ENST00000321870,ENSP00000318799
ENST00000518721,ENSP00000429900
ENST00000542621,ENSP00000440472
ENST00000289361,ENSP00000289361
ENST00000397367,ENSP00000380524
ENST00000343213,ENSP00000345679
ENST00000397238,ENSP00000380413
ENST00000439510,ENSP00000404270
ENST00000553032,ENSP00000447291
ENST00000428239,ENSP00000393139
ENST00000355190,ENSP00000347322
ENST00000377256,ENSP00000366466
ENST00000436748,ENSP00000393718
ENST00000332375,ENSP00000327732
ENST00000271643,ENSP00000271643
ENST00000523515,ENSP00000429698
ENST00000344546,ENSP00000344230
ENST00000453037,ENSP00000402018
ENST00000423145,ENSP00000395294
ENST00000369041,ENSP00000358037
ENST00000292301,ENSP00000292301
ENST00000372868,ENSP00000361959
ENST00000530767,ENSP00000436501
ENST00000321945,ENSP00000369857
ENST00000357970,ENSP00000350654
ENST00000393141,ENSP00000376849
ENST00000264249,ENSP00000264249
ENST00000379624,ENSP00000368945
ENST00000316724,ENSP00000316779
ENST00000383669,ENSP00000373165
ENST00000347842,ENSP00000326627
ENST00000377873,ENSP00000367104
ENST00000377962,ENSP00000367198
ENST00000373374,ENSP00000362472
ENST00000362093,ENSP00000355417
ENST00000443758,ENSP00000390190
ENST00000223368,ENSP00000223368
ENST00000542576,ENSP00000443517
ENST00000375366,ENSP00000364515
ENST00000360467,ENSP00000353654
ENST00000371759,ENSP00000360824
ENST00000538658,ENSP00000445706
ENST00000451270,ENSP00000387545
ENST00000374027,ENSP00000363139
ENST00000488417,ENSP00000435634
ENST00000422745,ENSP00000414901
ENST00000335793,ENSP00000338258
ENST00000580454,ENSP00000462990
ENST00000389651,ENSP00000374302
ENST00000528841,ENSP00000432000
ENST00000567523,ENSP00000456624
ENST00000420115,ENSP00000413272
ENST00000284694,ENSP00000284694
ENST00000259238,ENSP00000259238
ENST00000369704,ENSP00000358718
ENST00000590923,ENSP00000465685
ENST00000543067,ENSP00000444633
ENST00000375483,ENSP00000364632
ENST00000327569,ENSP00000332756
ENST00000421755,ENSP00000412185
ENST00000221954,ENSP00000221954
ENST00000536628,ENSP00000443351
ENST00000379682,ENSP00000369004
ENST00000461221,ENSP00000418548
ENST00000328737,ENSP00000331516
ENST00000234816,ENSP00000234816
ENST00000272520,ENSP00000272520
ENST00000531224,ENSP00000435210
ENST00000343823,ENSP00000340896
ENST00000433642,ENSP00000393840
ENST00000436147,ENSP00000397020
ENST00000219197,ENSP00000219197
ENST00000610420,ENSP00000478575
ENST00000379611,ENSP00000368931
ENST00000672675,ENSP00000499882
ENST00000377845,ENSP00000367076
ENST00000573854,ENSP00000459451
ENST00000327331,ENSP00000316121
ENST00000548058,ENSP00000449535
ENST00000395983,ENSP00000379307
ENST00000394711,ENSP00000378200
ENST00000396481,ENSP00000379741
ENST00000393041,ENSP00000376761
ENST00000299665,ENSP00000299665
ENST00000534877,ENSP00000438363
ENST00000538545,ENSP00000439828
ENST00000272928,ENSP00000272928
ENST00000342412,ENSP00000345213
ENST00000343122,ENSP00000345642
ENST00000378090,ENSP00000367330
ENST00000374253,ENSP00000363371
ENST00000380566,ENSP00000369940
ENST00000383229,ENSP00000372716
ENST00000401557,ENSP00000385199
ENST00000359359,ENSP00000352316
ENST00000345436,ENSP00000290771
ENST00000428798,ENSP00000405409
ENST00000431316,ENSP00000392338
ENST00000306120,ENSP00000302237
ENST00000260723,ENSP00000260723
ENST00000336257,ENSP00000338783
ENST00000549560,ENSP00000448550
ENST00000406780,ENSP00000385530
ENST00000299204,ENSP00000299204
ENST00000314355,ENSP00000364976
ENST00000258607,ENSP00000258607
ENST00000550327,ENSP00000447985
ENST00000428373,ENSP00000412411
ENST00000389912,ENSP00000374562
ENST00000324856,ENSP00000320485
ENST00000579755,ENSP00000462950
ENST00000234701,ENSP00000234701
ENST00000357654,ENSP00000350283
ENST00000673391,ENSP00000500446
ENST00000569466,ENSP00000456935
ENST00000395850,ENSP00000379191
ENST00000361704,ENSP00000354699
ENST00000380737,ENSP00000370113
ENST00000369288,ENSP00000358294
ENST00000311330,ENSP00000308117
ENST00000285273,ENSP00000285273
ENST00000620793,ENSP00000480573
ENST00000395246,ENSP00000378667
ENST00000359759,ENSP00000352798
ENST00000461609,ENSP00000418851
ENST00000332680,ENSP00000346032
ENST00000454272,ENSP00000482314
ENST00000411832,ENSP00000393230
ENST00000373685,ENSP00000362789
ENST00000367806,ENSP00000356780
ENST00000301587,ENSP00000301587
ENST00000369868,ENSP00000358884
ENST00000380545,ENSP00000369918
ENST00000263710,ENSP00000263710
ENST00000325974,ENSP00000325681
ENST00000526056,ENSP00000436877
ENST00000408925,ENSP00000386146
ENST00000409400,ENSP00000386797
ENST00000296777,ENSP00000296777
ENST00000244519,ENSP00000244519
ENST00000564596,ENSP00000457668
ENST00000356660,ENSP00000349084
ENST00000370205,ENSP00000359224
ENST00000614467,ENSP00000482211
ENST00000347776,ENSP00000261669
ENST00000234626,ENSP00000234626
ENST00000389048,ENSP00000373700
ENST00000476832,ENSP00000417764
ENST00000461798,ENSP00000417988
ENST00000315544,ENSP00000326731
ENST00000263168,ENSP00000263168
ENST00000379869,ENSP00000369198
ENST00000264463,ENSP00000264463
ENST00000410037,ENSP00000386258
ENST00000416591,ENSP00000400144
ENST00000276935,ENSP00000276935
ENST00000263413,ENSP00000263413
ENST00000547945,ENSP00000449839
ENST00000367070,ENSP00000356037
ENST00000374521,ENSP00000363645
ENST00000379632,ENSP00000368953
ENST00000397041,ENSP00000380234
ENST00000543155,ENSP00000438115
ENST00000642928,ENSP00000494884
ENST00000395981,ENSP00000379305
ENST00000370445,ENSP00000359474
ENST00000642359,ENSP00000496709
ENST00000222693,ENSP00000222693
ENST00000420162,ENSP00000402355
ENST00000544175,ENSP00000443364
ENST00000553183,ENSP00000446981
ENST00000310955,ENSP00000308450
ENST00000551812,ENSP00000446880
ENST00000397366,ENSP00000380523
ENST00000398449,ENSP00000381467
ENST00000319033,ENSP00000326609
ENST00000505024,ENSP00000423046
ENST00000428046,ENSP00000413074
ENST00000379687,ENSP00000369009
ENST00000583911,ENSP00000463091
ENST00000373886,ENSP00000362993
ENST00000318407,ENSP00000314132
ENST00000617322,ENSP00000480345
ENST00000432807,ENSP00000490126
ENST00000326505,ENSP00000316173
ENST00000335712,ENSP00000338774
ENST00000409865,ENSP00000386945
ENST00000400880,ENSP00000383677
ENST00000368666,ENSP00000357655
ENST00000397135,ENSP00000380324
ENST00000029410,ENSP00000029410
ENST00000421362,ENSP00000393683
ENST00000513612,ENSP00000426129
ENST00000265631,ENSP00000265631
ENST00000374637,ENSP00000363768
ENST00000618296,ENSP00000477589
ENST00000404754,ENSP00000385612
ENST00000409734,ENSP00000386301
ENST00000339142,ENSP00000340864
ENST00000579760,ENSP00000463922
ENST00000399036,ENSP00000381994
ENST00000372728,ENSP00000361813
ENST00000378034,ENSP00000367273
ENST00000296452,ENSP00000296452
ENST00000361530,ENSP00000354609
ENST00000289753,ENSP00000289753
ENST00000454885,ENSP00000396723
ENST00000325542,ENSP00000317902
ENST00000512261,ENSP00000423712
ENST00000205636,ENSP00000205636
ENST00000216420,ENSP00000216420
ENST00000378455,ENSP00000367716
ENST00000618918,ENSP00000483520
ENST00000368487,ENSP00000357472
ENST00000427542,ENSP00000401602
ENST00000378444,ENSP00000367705
ENST00000295006,ENSP00000295006
ENST00000369038,ENSP00000358034
ENST00000360515,ENSP00000353706
ENST00000321736,ENSP00000317439
ENST00000415149,ENSP00000408358
ENST00000620544,ENSP00000482219
ENST00000309890,ENSP00000312577
ENST00000303635,ENSP00000306522
ENST00000274181,ENSP00000274181
ENST00000398457,ENSP00000381475
ENST00000354124,ENSP00000343230
ENST00000372525,ENSP00000361603
ENST00000358184,ENSP00000350911
ENST00000431415,ENSP00000396511
ENST00000638421,ENSP00000492190
ENST00000392435,ENSP00000376230
ENST00000219054,ENSP00000219054
ENST00000380714,ENSP00000370090
ENST00000646664,ENSP00000494750
ENST00000513140,ENSP00000426018
ENST00000405531,ENSP00000383897
ENST00000332438,ENSP00000332504
ENST00000377263,ENSP00000366474
ENST00000395986,ENSP00000379309
ENST00000245903,ENSP00000245903
ENST00000235933,ENSP00000235933
ENST00000380911,ENSP00000370297
ENST00000409511,ENSP00000386559
ENST00000354470,ENSP00000346461
ENST00000393818,ENSP00000377406
ENST00000531367,ENSP00000434471
ENST00000641710,ENSP00000492977
ENST00000356654,ENSP00000349076
ENST00000555899,ENSP00000452396
ENST00000463381,ENSP00000418016
ENST00000474696,ENSP00000417838
ENST00000378850,ENSP00000368127
ENST00000236671,ENSP00000236671
ENST00000264246,ENSP00000264246
ENST00000316375,ENSP00000321021
ENST00000538348,ENSP00000441077
ENST00000526216,ENSP00000434519
ENST00000356891,ENSP00000349358
ENST00000401445,ENSP00000385739
ENST00000444334,ENSP00000406994
ENST00000352371,ENSP00000338260
ENST00000297323,ENSP00000297323
ENST00000343687,ENSP00000339744
ENST00000338312,ENSP00000343517
ENST00000525528,ENSP00000437138
ENST00000557126,ENSP00000451510
ENST00000354791,ENSP00000346845
ENST00000373380,ENSP00000362478
ENST00000401743,ENSP00000385519
ENST00000274353,ENSP00000274353
ENST00000616476,ENSP00000481247
ENST00000642669,ENSP00000495681
ENST00000315985,ENSP00000325074
ENST00000475347,ENSP00000419783
ENST00000326958,ENSP00000318340
ENST00000275159,ENSP00000275159
ENST00000401724,ENSP00000385613
ENST00000493101,ENSP00000420230
ENST00000571846,ENSP00000459369
ENST00000366472,ENSP00000355428
ENST00000261192,ENSP00000261192
ENST00000295379,ENSP00000295379
ENST00000612895,ENSP00000482269
ENST00000488336,ENSP00000418809
ENST00000584156,ENSP00000463111
ENST00000253079,ENSP00000253079
ENST00000475157,ENSP00000433553
ENST00000548592,ENSP00000448431
ENST00000631660,ENSP00000488687
ENST00000263102,ENSP00000263102
ENST00000652032,ENSP00000498901
ENST00000279247,ENSP00000279247
ENST00000366431,ENSP00000375392
ENST00000635453,ENSP00000489342
ENST00000646931,ENSP00000496666
ENST00000631768,ENSP00000488094
ENST00000307363,ENSP00000306920
ENST00000382275,ENSP00000371710
ENST00000392455,ENSP00000376249
ENST00000339497,ENSP00000344275
ENST00000315215,ENSP00000323508
ENST00000507958,ENSP00000425093
ENST00000005259,ENSP00000005259
ENST00000637810,ENSP00000489636
ENST00000487137,ENSP00000434821
ENST00000382070,ENSP00000371502
ENST00000426824,ENSP00000407242
ENST00000461822,ENSP00000420706
ENST00000367990,ENSP00000356969
ENST00000617879,ENSP00000484357
ENST00000651147,ENSP00000498478
ENST00000262367,ENSP00000262367
ENST00000268624,ENSP00000268624
ENST00000300060,ENSP00000300060
ENST00000360228,ENSP00000353362
ENST00000524142,ENSP00000430598
ENST00000262520,ENSP00000262520
ENST00000552699,ENSP00000446734
ENST00000528454,ENSP00000437164
ENST00000330540,ENSP00000332049
ENST00000248114,ENSP00000248114
ENST00000369811,ENSP00000358826
ENST00000614428,ENSP00000478547
ENST00000316418,ENSP00000323816
ENST00000530375,ENSP00000431918
ENST00000620457,ENSP00000480384
ENST00000356386,ENSP00000348751
ENST00000633897,ENSP00000488897
ENST00000377889,ENSP00000367121
ENST00000561234,ENSP00000454150
ENST00000574428,ENSP00000459167
ENST00000439986,ENSP00000404464
ENST00000561796,ENSP00000455212
ENST00000651791,ENSP00000499180
ENST00000253968,ENSP00000253968
ENST00000373275,ENSP00000362372
ENST00000346798,ENSP00000284981
ENST00000542437,ENSP00000437468
ENST00000542678,ENSP00000440288
ENST00000326793,ENSP00000324287
ENST00000320474,ENSP00000323479
ENST00000374704,ENSP00000363836
ENST00000325747,ENSP00000321000
ENST00000225844,ENSP00000225844
ENST00000416165,ENSP00000396976
ENST00000616100,ENSP00000484148
ENST00000528446,ENSP00000436682
ENST00000304494,ENSP00000307101
ENST00000419583,ENSP00000488361
ENST00000335450,ENSP00000335178
ENST00000338167,ENSP00000345444
ENST00000326010,ENSP00000324343
ENST00000428381,ENSP00000402228
ENST00000399334,ENSP00000382271
ENST00000650262,ENSP00000497792
ENST00000565796,ENSP00000454784
ENST00000331593,ENSP00000327440
ENST00000610640,ENSP00000483717
ENST00000638009,ENSP00000489913
ENST00000634027,ENSP00000488439
ENST00000621914,ENSP00000482315
ENST00000262919,ENSP00000262919
ENST00000616317,ENSP00000483300
ENST00000652596,ENSP00000498810
ENST00000393420,ENSP00000377072
ENST00000633616,ENSP00000488463
ENST00000578845,ENSP00000467390
ENST00000481223,ENSP00000423734
ENST00000329008,ENSP00000332498
ENST00000328867,ENSP00000331636
ENST00000569517,ENSP00000454304
ENST00000546495,ENSP00000448598
ENST00000262643,ENSP00000262643
ENST00000649409,ENSP00000497748
ENST00000530908,ENSP00000434613
ENST00000324385,ENSP00000324510
ENST00000311181,ENSP00000309096
ENST00000450570,ENSP00000403205
ENST00000458626,ENSP00000437071
ENST00000216115,ENSP00000216115
ENST00000620063,ENSP00000478376
ENST00000616371,ENSP00000477631
ENST00000295589,ENSP00000295589
ENST00000379119,ENSP00000368414
ENST00000253697,ENSP00000253697
ENST00000227520,ENSP00000227520
ENST00000380030,ENSP00000369369
ENST00000393765,ENSP00000377360
ENST00000423828,ENSP00000389277
ENST00000371833,ENSP00000360899
ENST00000415529,ENSP00000413179
ENST00000620250,ENSP00000483609
ENST00000410012,ENSP00000386988
ENST00000398868,ENSP00000381844
ENST00000485713,ENSP00000419412
ENST00000527323,ENSP00000431984
ENST00000647938,ENSP00000498155
ENST00000369825,ENSP00000358840
ENST00000242872,ENSP00000242872
ENST00000231229,ENSP00000231229
ENST00000481646,ENSP00000420333
ENST00000341529,ENSP00000344115
ENST00000618940,ENSP00000482835
ENST00000568908,ENSP00000457456
ENST00000595465,ENSP00000470952
ENST00000442925,ENSP00000396150
ENST00000246657,ENSP00000246657
ENST00000611388,ENSP00000482325
ENST00000504487,ENSP00000425715
ENST00000480013,ENSP00000417518
ENST00000651305,ENSP00000498427
ENST00000274361,ENSP00000274361
ENST00000562208,ENSP00000458134
ENST00000495514,ENSP00000418663
ENST00000631782,ENSP00000488541
ENST00000242057,ENSP00000242057
ENST00000445771,ENSP00000400718
ENST00000341952,ENSP00000341471
ENST00000344386,ENSP00000343747
ENST00000421665,ENSP00000409533
ENST00000522262,ENSP00000428786
ENST00000356786,ENSP00000349238
ENST00000422392,ENSP00000414946
ENST00000395205,ENSP00000378631
ENST00000355983,ENSP00000348260
ENST00000553781,ENSP00000451320
ENST00000392826,ENSP00000376571
ENST00000380375,ENSP00000369734
ENST00000269397,ENSP00000269397
ENST00000649564,ENSP00000497183
ENST00000393320,ENSP00000376995
ENST00000380498,ENSP00000369867
ENST00000526203,ENSP00000487669
ENST00000549706,ENSP00000448310
ENST00000590083,ENSP00000465260
ENST00000639107,ENSP00000492365
ENST00000617649,ENSP00000482368
ENST00000372348,ENSP00000361423
ENST00000508906,ENSP00000442687
ENST00000276014,ENSP00000276014
ENST00000318443,ENSP00000320084
ENST00000422265,ENSP00000416996
ENST00000341584,ENSP00000342850
ENST00000380332,ENSP00000369689
ENST00000400809,ENSP00000383611
ENST00000392955,ENSP00000376682
ENST00000383699,ENSP00000373200
ENST00000277895,ENSP00000277895
ENST00000355771,ENSP00000348017
ENST00000421160,ENSP00000388537
ENST00000283147,ENSP00000283147
ENST00000417344,ENSP00000399845
ENST00000367848,ENSP00000356822
ENST00000267383,ENSP00000267383
ENST00000295240,ENSP00000295240
ENST00000377391,ENSP00000366608
ENST00000376221,ENSP00000365395
ENST00000440126,ENSP00000387483
ENST00000258418,ENSP00000258418
ENST00000359299,ENSP00000352248
ENST00000395834,ENSP00000379176
ENST00000330978,ENSP00000331127
ENST00000263620,ENSP00000263620
ENST00000559153,ENSP00000453607
ENST00000409445,ENSP00000386959
ENST00000278756,ENSP00000278756
ENST00000389384,ENSP00000374035
ENST00000511642,ENSP00000426212
ENST00000431256,ENSP00000406870
ENST00000538440,ENSP00000443841
ENST00000532925,ENSP00000435732
ENST00000392441,ENSP00000376236
ENST00000504376,ENSP00000423577
ENST00000402142,ENSP00000385019
ENST00000261769,ENSP00000261769
ENST00000389609,ENSP00000374260
ENST00000426897,ENSP00000413151
ENST00000176643,ENSP00000176643
ENST00000575087,ENSP00000459124
ENST00000420641,ENSP00000392708
ENST00000389641,ENSP00000374292
ENST00000278618,ENSP00000278618
ENST00000631894,ENSP00000488107
ENST00000392781,ENSP00000376532
ENST00000440843,ENSP00000410347
ENST00000619887,ENSP00000478374
ENST00000559291,ENSP00000453226
ENST00000304141,ENSP00000305675
ENST00000635244,ENSP00000489219
ENST00000353555,ENSP00000343809
ENST00000651178,ENSP00000498982
ENST00000273395,ENSP00000273395
ENST00000394666,ENSP00000378161
ENST00000518421,ENSP00000428787
ENST00000318424,ENSP00000320058
ENST00000265992,ENSP00000265992
ENST00000308208,ENSP00000312399
ENST00000355385,ENSP00000347546
ENST00000477224,ENSP00000419195
ENST00000368694,ENSP00000357683
ENST00000372988,ENSP00000362079
ENST00000279873,ENSP00000279873
ENST00000479413,ENSP00000433086
ENST00000253407,ENSP00000253407
ENST00000636109,ENSP00000490828
ENST00000558259,ENSP00000454171
ENST00000260746,ENSP00000260746
ENST00000268383,ENSP00000268383
ENST00000479862,ENSP00000419016
ENST00000540285,ENSP00000441734
ENST00000366432,ENSP00000375400
ENST00000216366,ENSP00000216366
ENST00000505473,ENSP00000424415
ENST00000580206,ENSP00000463332
ENST00000468843,ENSP00000431622
ENST00000630465,ENSP00000485989
ENST00000431317,ENSP00000397368
ENST00000441611,ENSP00000410865
ENST00000261058,ENSP00000261058
ENST00000373602,ENSP00000362704
ENST00000227665,ENSP00000227665
ENST00000651254,ENSP00000498553
ENST00000276198,ENSP00000276198
ENST00000446916,ENSP00000416587
ENST00000626597,ENSP00000486201
ENST00000618123,ENSP00000481893
ENST00000326016,ENSP00000316845
ENST00000356189,ENSP00000367453
ENST00000372677,ENSP00000361762
ENST00000432161,ENSP00000389197
ENST00000427043,ENSP00000393417
ENST00000442972,ENSP00000407188
ENST00000370841,ENSP00000359878
ENST00000393599,ENSP00000377224
ENST00000601043,ENSP00000470920
ENST00000371330,ENSP00000360381
ENST00000455190,ENSP00000408440
ENST00000590925,ENSP00000467336
ENST00000518288,ENSP00000431012
ENST00000326306,ENSP00000326432
ENST00000616064,ENSP00000479862
ENST00000448492,ENSP00000389478
ENST00000261178,ENSP00000261178
ENST00000355431,ENSP00000347602
ENST00000309469,ENSP00000311318
ENST00000561069,ENSP00000453144
ENST00000304312,ENSP00000306003
ENST00000316554,ENSP00000320849
ENST00000401624,ENSP00000383887
ENST00000400707,ENSP00000383543
ENST00000296471,ENSP00000296471
ENST00000347667,ENSP00000327528
ENST00000538118,ENSP00000440817
ENST00000222481,ENSP00000222481
ENST00000263574,ENSP00000263574
ENST00000397454,ENSP00000380595
ENST00000367851,ENSP00000356825
ENST00000395006,ENSP00000378454
ENST00000368921,ENSP00000357917
ENST00000652059,ENSP00000498743
ENST00000235628,ENSP00000235628
ENST00000356884,ENSP00000349351
ENST00000377708,ENSP00000366937
ENST00000649567,ENSP00000497290
ENST00000620055,ENSP00000481323
ENST00000560846,ENSP00000454101
ENST00000378803,ENSP00000368080
ENST00000590449,ENSP00000465868
ENST00000633550,ENSP00000488736
ENST00000372318,ENSP00000361392
ENST00000528499,ENSP00000435914
ENST00000262418,ENSP00000262418
ENST00000349456,ENSP00000295117
ENST00000281141,ENSP00000281141
ENST00000517471,ENSP00000428043
ENST00000345598,ENSP00000263575
ENST00000380950,ENSP00000370337
ENST00000648064,ENSP00000497990
ENST00000300399,ENSP00000300399
ENST00000374706,ENSP00000363838
ENST00000174653,ENSP00000174653
ENST00000295238,ENSP00000295238
ENST00000282343,ENSP00000282343
ENST00000397359,ENSP00000380517
ENST00000403870,ENSP00000384498
ENST00000435614,ENSP00000402933
ENST00000631758,ENSP00000488343
ENST00000409194,ENSP00000387317
ENST00000606142,ENSP00000476028
ENST00000359213,ENSP00000352144
ENST00000671753,ENSP00000499858
ENST00000341083,ENSP00000345773
ENST00000534972,ENSP00000439123
ENST00000502796,ENSP00000422138
ENST00000410084,ENSP00000386642
ENST00000523505,ENSP00000430897
ENST00000590333,ENSP00000468190
ENST00000302804,ENSP00000302898
ENST00000377982,ENSP00000367220
ENST00000392456,ENSP00000376250
ENST00000309579,ENSP00000311245
ENST00000284049,ENSP00000284049
ENST00000236709,ENSP00000236709
ENST00000393467,ENSP00000377110
ENST00000667949,ENSP00000499465
ENST00000552370,ENSP00000450158
ENST00000622429,ENSP00000477878
ENST00000550556,ENSP00000447498
ENST00000369043,ENSP00000358039
ENST00000358729,ENSP00000351573
ENST00000414200,ENSP00000397545
ENST00000417045,ENSP00000391479
ENST00000376038,ENSP00000365206
ENST00000527348,ENSP00000432867
ENST00000464622,ENSP00000428839
ENST00000301019,ENSP00000301019
ENST00000447444,ENSP00000404775
ENST00000650733,ENSP00000499186
ENST00000441239,ENSP00000414124
ENST00000266503,ENSP00000266503
ENST00000393627,ENSP00000377248
ENST00000423420,ENSP00000429399
ENST00000348476,ENSP00000344556
ENST00000522710,ENSP00000429814
ENST00000338356,ENSP00000339157
ENST00000450008,ENSP00000402314
ENST00000650012,ENSP00000497691
ENST00000311148,ENSP00000311224
ENST00000440933,ENSP00000391756
ENST00000299752,ENSP00000299752
ENST00000397410,ENSP00000380557
ENST00000652669,ENSP00000498696
ENST00000628027,ENSP00000487275
ENST00000381854,ENSP00000371278
ENST00000392779,ENSP00000376530
ENST00000263080,ENSP00000263080
ENST00000394055,ENSP00000377619
ENST00000370247,ENSP00000359267
ENST00000398030,ENSP00000381111
ENST00000249005,ENSP00000249005
ENST00000250699,ENSP00000250699
ENST00000276704,ENSP00000276704
ENST00000533166,ENSP00000433760
ENST00000348603,ENSP00000338682
ENST00000621384,ENSP00000484501
ENST00000359576,ENSP00000352581
ENST00000674432,ENSP00000501528
ENST00000340736,ENSP00000340688
ENST00000334725,ENSP00000334484
ENST00000456916,ENSP00000398034
ENST00000407689,ENSP00000384183
ENST00000439230,ENSP00000395588
ENST00000369253,ENSP00000358257
ENST00000614113,ENSP00000479447
ENST00000442833,ENSP00000456375
ENST00000396934,ENSP00000380140
ENST00000396926,ENSP00000380132
ENST00000375418,ENSP00000364567
ENST00000342449,ENSP00000344333
ENST00000340184,ENSP00000342197
ENST00000469044,ENSP00000419413
ENST00000304414,ENSP00000306788
ENST00000344762,ENSP00000341684
ENST00000632699,ENSP00000488366
ENST00000460680,ENSP00000417132
ENST00000274170,ENSP00000274170
ENST00000264468,ENSP00000264468
ENST00000672357,ENSP00000500092
ENST00000567835,ENSP00000456794
ENST00000542495,ENSP00000443588
ENST00000374987,ENSP00000364126
ENST00000492063,ENSP00000432636
ENST00000247706,ENSP00000247706
ENST00000380800,ENSP00000370178
ENST00000622783,ENSP00000479833
ENST00000444983,ENSP00000410179
ENST00000427005,ENSP00000398496
ENST00000375898,ENSP00000365063
ENST00000042931,ENSP00000042931
ENST00000651916,ENSP00000498487
ENST00000398212,ENSP00000381270
ENST00000510630,ENSP00000422461
ENST00000394156,ENSP00000377711
ENST00000311001,ENSP00000312247
ENST00000651972,ENSP00000498907
ENST00000533820,ENSP00000435272
ENST00000329905,ENSP00000329926
ENST00000613828,ENSP00000484322
ENST00000649488,ENSP00000497829
ENST00000542031,ENSP00000440415
ENST00000505113,ENSP00000424601
ENST00000375911,ENSP00000365076
ENST00000539282,ENSP00000443459
ENST00000376042,ENSP00000365210
ENST00000330055,ENSP00000386069
ENST00000318560,ENSP00000323315
ENST00000620576,ENSP00000479354
ENST00000242285,ENSP00000242285
ENST00000672190,ENSP00000500240
ENST00000651460,ENSP00000498369
ENST00000335012,ENSP00000334974
ENST00000379774,ENSP00000369099
ENST00000377315,ENSP00000366532
ENST00000250405,ENSP00000250405
ENST00000251588,ENSP00000251588
ENST00000397457,ENSP00000380598
ENST00000626744,ENSP00000486734
ENST00000523677,ENSP00000430918
ENST00000502801,ENSP00000427529
ENST00000545507,ENSP00000473664
